name	x	y
Barbot, Benoît	230.99005215140488	2260.2254198053556
Morain, François	-452.4138617515289	1254.2850070726508
Viana, Aline	204.56303779409532	263.2687069227487
Kaufmann, Benoît	833.9221311879827	749.9413119478943
Stouls, Nicolas	-453.8204070052095	586.4451343889393
Micallef, Luana	880.1651370016191	934.3232951052445
Kharlamov, Evgeny	291.8962337299531	850.9325413914423
M. M. De Castro, Pedro	441.5079517413913	-512.0477822962713
Thi Minh Tuyen, Nguyen	-150.3551136367131	401.7818811720045
Robert, Julien	-106.87526708198526	479.1050480289149
Ghomi, Emilien	781.9739336520447	1014.9124883909582
Hetzl, Stefan	-765.7894277572306	887.8019731278705
Despeyroux, Joelle	-733.5458139409627	915.6035381574652
Lavielle, Marc	1472.7252739288474	-690.2508438323664
Rolet, Philippe	1123.3466407316075	521.9462453294135
Siri, Benoit	62.06172147381525	-78.92067477934434
Fliess, Michel	1158.8191661282865	1784.7620688943377
Saïs, Fatiha	256.05028258537646	1028.0677375990394
Palamidessi, Catuscia	-980.7637073504961	852.3776552498183
Echelard, Antoine	815.6143393820857	616.2702289756076
Sigalotti, Mario	1572.6573724482157	1907.724482026701
Bostan, A.	789.5859636858778	2171.2913533935593
specfun	878.5673652483614	1848.7714960189649
Machado Manhaes De Castro, Pedro	636.159999165222	-590.9223565200699
Antoine, Emilien	231.28845375960057	876.3853216996876
Symeonidou, Danai	281.58173530956594	1058.7236065473487
Spiwack, Arnaud	-604.1245448522234	984.4419683363627
Manolescu, Ioana	423.1491370730073	724.768353521053
Andrés, Miguel	-934.5069437848699	847.0172086900478
Paulin-Mohring, Christine	-414.14003278199897	729.437180547928
Dragicevic, Pierre	888.7469096992575	994.0016653685489
Héliot, Rodolphe	240.35927229764854	1367.5920670442379
Deutch, Daniel	306.74659476374427	869.7487702058978
Dumont, Philippe	-498.7584849842856	-32.10686580798682
Sokolovska, Nataliya	1101.2798673111608	528.9937119306406
Zeitoun, Marc	177.29045398818684	2280.5084231932724
Cordero Fuertes, Juan Antonio	-161.78888664168272	306.24284592340246
Jiang, Zixian	1956.7611690071924	-190.8101127063827
Verzelen, Nicolas	1139.9277181284237	-264.322740485022
Li, Jing-Rebecca	1924.449842887841	31.173045596873806
Heidrich-Meisner, Verena	1213.514808730508	785.9832359880086
Altarovici, Albert	-1199.3713038368421	311.01357047865105
Medves, Maud	299.72349178762886	1555.290017984778
Donnet, Sophie	1307.138678741956	-407.51607359787914
Mitton, Nathalie	303.9311585856966	123.01682346737603
pops	219.8655423310383	22.46857355017688
Gruau, Frédéric	-319.0184980553573	152.92203498072556
Khouadjia, Mostepha Redouane	803.8965019521916	391.26327915201443
François, Romain	1233.684513594216	-178.13281646698277
Schwartz, Yannick	1741.2719835503294	212.76046518973558
Joly, Patrick	1940.3692923438111	-214.12307042151187
Oudot, Steve	728.2547493438414	-513.0770396746494
Dowek, Gilles	-170.21923387613026	289.89681777363046
Bourhis, Pierre	233.04102254284678	815.3285498433935
Garcia, Jérémie	745.3349785697048	1127.884734450705
El~hog-Benzina, Dorsaf	249.28436242588933	2241.751560289303
Straßburger, Lutz	-758.9121738049795	1002.812550423768
Mboup, Mamadou	1120.5604833581303	1773.3512888126584
Carneiro Viana, Aline	285.73214733245027	196.14882666380376
Yahiaoui, Meriem	-541.4171801836106	-624.3867040359788
Giorgi, Giovanni	1897.4142028261035	-161.0256799709577
Moy, Yannick	-277.3263702736112	591.5170806407298
Chapuis, Olivier	835.8984236478975	1018.8233298698453
Herbelin, Hugo	-519.2754236287159	955.771245592381
R. Bertrand, Pierre	815.4284668079871	463.69507431149714
Ulliana, Federico	407.69947547872175	820.3822479345177
Rodríguez, César	64.5347904651314	2124.6053230706457
Barras, Bruno	-552.5871774951562	940.8661223753747
Chesnel, Lucas	1926.7414764109517	-226.624715300704
Perez Zerpa, Jorge	1188.5221141767354	661.3899693010112
Loi, Cedric	-329.98829045698335	1733.364968819177
Maignan, Luidnel	-344.93167552937786	160.80429785193584
Kumar, M. Pawan	2350.6474822932205	561.1682283875718
Chaulet, Nicolas	1891.4905816404375	-145.3209495115486
Karbaschi, Golnaz	232.67369836527166	166.20768130098526
Schoenauer, Marc	1140.728650068193	527.669147132202
Perruquetti, Wilfrid	1177.0287539906392	1730.346947165978
Nicodème, Pierre	-169.93364530083872	-839.5001189236289
Suchanek, Fabian	176.45690008913903	808.8155601393086
Boukari, Yosra	1925.4973136688502	-149.4467921160009
Liu, Can	760.0410152727959	1044.2339420858832
Mariyasagayam, Nestor	-152.5851714536191	362.64297201557406
Tommasi, Marc	264.1535151943931	833.6607212317984
mostrare	279.27722730384835	960.0052759572967
Lyngbaek, Kristian	195.18940894540827	882.5638947078124
Werner, Benjamin	-586.1682755190761	1004.9862906132432
Nicodeme, Pierre	-225.13947743816078	-601.6875524164493
Hoock, Jean-Baptiste	1056.9514544254475	479.69003379705623
Bogdanov, Mikhail	553.2009878850421	-501.8003855650689
Pietriga, Emmanuel	815.5017443166362	1026.8065599277845
Augot, Daniel	-509.9653977546336	1376.5230759412314
Filliâtre, Jean-Christophe	-185.68726013815117	554.1120378476497
toccata	-58.33311600163996	400.6643134904084
Nguyen, Thong Quoc	1898.7841942647642	34.59387354601563
Katsis, Yannis	345.91374504332504	744.366021094829
Baccelli, Emmanuel	-221.9908132603832	287.4205003307504
Pallas, Benoît	-331.06180614106677	1715.071975410416
Simarmata, Giorevinus	-1171.8572820132267	276.13211929763224
Ros, Raymond	1230.5254925455208	659.6467179265511
Cazenille, Léo	1296.5798796462404	614.0600376262207
Olaru, Sorin	1439.1378420763094	1650.7090933123095
D'Alché-Buc, Florence	-26.87985298659701	1393.5015935600047
Le Pennec, Erwan	1152.605212898127	-742.3418462699398
Baghdadi, Soufiane	-401.5640055739217	52.215148469754794
Chotard, Alexandre	1218.8587225818442	721.1181428098356
Blaschko, Matthew	2384.7781470533296	417.2512513351663
Coti, Camille	751.7944369174903	130.57585896662798
Da Mota, Benoit	1528.3509050439286	162.12835141158664
Tiganj, Zoran	1064.2452071564855	1755.2997636760215
Malecot, Paul	837.8365480585261	118.60946864473216
Riche, Yann	871.605046135923	958.7846064944763
Isenberg, Tobias	985.7776800543961	1045.2964462202422
Figueira, Diego	-63.40957024153123	1045.1235529132523
Steyaert, Jean Marc	-97.36082639485797	-691.1015183073924
Roatis, Alexandra	507.9323620485108	776.9994653013533
Herberg, Ulrich	-181.67296123439323	347.7056166687869
Marin, Jean-Michel	1288.9988249630737	-142.31534860013653
a3	103.92321785434858	-287.7421662340233
Yvinec, Mariette	970.755157574098	-409.5509528801093
Kremer, Steve	-689.7892219373181	594.4697684707091
Colazzo, Dario	335.52036578413356	722.820895322011
Lévy Véhel, Jacques	893.945408183754	590.8418405820814
Gramfort, Alexandre	1661.4065696843404	85.37389324564623
Van Erven, Tim	1290.8124079283357	-360.13969568048105
Upadrasta, Ramakrishna	-503.6182477236773	25.16909545778599
Kégl, Balázs	1406.413397491252	929.4556647971001
Eickenberg, Michael	1679.7981027181936	179.71242077588934
Poggi, Jean-Michel	1175.0049633446968	-340.13821654782225
Jiang, Fei	664.6000315208116	264.35391517298535
Belkoura, Lotfi	1170.9373961833107	1697.787066562178
Cugliari, Jairo	1149.877278928769	-323.0730109652898
Marinoiu, Bogdan	273.3956624409724	859.4573882660943
Mandel, Louis	-458.1893395107594	211.61449695976137
Nancel, Mathieu	793.3287277898962	1042.0257619669278
Katsifodimos, Asterios	792.6926484161805	833.2068284105577
Barilari, Davide	1702.1763636807573	1887.320909867169
Dupont, Régis	-362.4715344331272	1145.9950523008586
Oita, Marilena	336.4154087123493	938.7109264717024
Fritsch, Virgile	1728.2893386163998	193.39265872501025
Lechleiter, A.	1846.2626358137074	-386.7231492191329
Mathe, Zsolt	-428.01622469479247	126.10350351219631
Letort, Véronique	-267.53469475024866	1839.1005981989415
Nicolae, Bogdan	971.9138429657247	50.81397864914567
Sotiras, A.	2200.5918992049956	868.898517857253
Zheng, Gang	1064.6707547267463	1723.930097222014
Mackay, Wendy E.	774.2440662303142	1068.1989509958428
Giunti, Marco	-970.2052876272154	789.6373450408953
Boissonnat, Jean-Daniel	762.8816520645307	-496.9981776171913
Mazenc, Frédéric	1398.2153571197382	1560.0151696577389
Pouchet, Louis-Noël	-515.6040461142999	-10.607375364556383
Benabderrahmane, Mohamed-Walid	-474.02248906640085	34.834322437195816
Fedak, Gilles	943.0465196194793	85.3347704885173
Quadrat, Alban	994.1789954374913	-32.00547463770887
Pang, Jun	-948.4687750703491	790.0331201007446
Saumard, Adrien	1131.3382831263573	-226.87476571565085
Niraula, Nobal	318.0313231031124	1018.1849115134628
Perez, J.	1070.5348912819284	560.040408973183
Granato, Giovanni	-1239.4155376552658	379.39924708530583
Fedak, G.	-620.1723131314718	1318.4942792286706
Chatain, Thomas	170.05134869440255	2143.756615228973
Mazenc, F.	1450.3309007935713	1579.114567234922
Yu, Ziqin	1011.1364078481479	430.71356294030517
Jansen, Yvonne	896.137928123937	936.7318933338399
Celeux, Gilles	1245.6588278803952	66.0296145371805
Caroli, Manuel	531.0747134472243	-477.65029910557325
Milan, Jérôme	-205.22465813410193	502.8190841950115
Digne, Julie	690.7477269425721	-601.8455947930673
Karina Fermin, Ana	1377.2014136309026	-540.5009544460167
Conchon, Sylvain	-207.02602641237823	518.6116732203212
Pouzet, Marc	-474.0957989943143	224.16795358621533
Hansen, Nikolaus	1305.5212827549014	762.5665342550478
Roussel, Nicolas	835.4696914773217	1082.758936678542
Gao, Jianhua	-514.9983710895302	913.3161108577527
Cohen, Cyril	-467.0270154331591	733.3951184509134
Nuentsa, Desire W.	715.2841256005539	-441.3360307434572
