StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex,AvgDistance,MinDistance
43664,59336,105730,, ,,,12.17190863,-19.76986535,265.9574468,7.48,0.355939225,K5III ,1.494,0.005835,0.000001
80885,111326,213600,, ,,,22.5547565,-35.13864602,225.7336343,7.08,0.312018631,K4III ,1.494,0.006693,0.000002
3895,5559,7122,, ,,,1.18813653,-13.50328311,256.4102564,7.1,0.055323035,M3III ,1.494,0.012781,0.000003
57197,79453,145912,, ,,,16.21429612,19.10156113,302.1148036,7.08,-0.320860031,K2 ,1.494,0.024653,0.000008
37172,50148,88873,, ,,,10.23693073,-39.34388587,454.5454545,7.42,-0.867886596,K3/K4III ,1.494,0.047383,0.000001
42158,57087, ,,Gl 436 ,,,11.70291911,26.70854768,10.23227259,10.67,10.62013949,M3 ,1.493,0.449112,0.000022
539,738, ,,Gl 7 ,,,0.15108459,-27.12235235,23.3535731,11.72,9.878233315, ,1.493,0.400968,0.000093
48033,65859, ,,Gl 514 ,,,13.49975474,10.37977331,7.626601586,9.05,9.638344703,M1V ,1.493,0.385574,0.000014
50187,69038,123657,5299,, ,,14.13215181,43.8545248,142.6533524,5.13,-0.64140991,M4.2III ,1.493,0.037244,0.000001
26567,36388,59311,2865,, ,,7.48852093,-1.90530704,500,5.6,-2.894850022,K5III ,1.493,0.164144,0.000033
56251,78089, ,, ,,,15.94482244,-4.23876433,36.64345914,11.9,9.080017678, ,1.493,0.350104,0.00004
26188,35875,57881,, ,,,7.3966356,16.67511969,287.3563218,7.07,-0.22210378,K0 ,1.493,0.021224,0.000005
5011,7170, ,,NN 3098 ,,,1.54071457,-21.90296705,17.72421127,11.21,9.967165409, ,1.492,0.406694,0.00003
36717,49526, ,,NN 3585 ,,,10.11223094,41.71563375,22.20248668,11.32,9.587991909,M: ,1.492,0.382353,0.00005
29138,39685, ,,NN 3477 ,,,8.11009281,55.89418609,31.51591554,11.48,8.987350361, ,1.492,0.344278,0.000037
43271,58741,104625,4598,, ,,12.04768908,-7.68366221,217.8649237,6.24,-0.450936572,K5 ,1.492,0.029498,0.000003
17516,24738,34269,1722,, ,,5.3043563,42.79218517,212.7659574,5.55,-1.08951071,M4III ,1.492,0.058128,0.000011
43359,58880, ,, ,,,12.07669485,-38.27304045,26.78093198,11.77,9.630871568, ,1.492,0.385097,0.000012
42164,57099, ,, ,,,11.70514004,23.02675157,32.50975293,11.58,9.019931656, ,1.492,0.346324,0.000015
36441,49153,86857,, ,,,10.03139944,23.98124791,261.0966057,7.41,0.32599387,K0 ,1.492,0.006415,0.000004
71021,98083,188716,, ,,,19.93331434,15.04703705,259.7402597,7.08,0.007303648,K5 ,1.492,0.014109,0.000001
84265,116187,221493,, ,,,23.54139758,23.84367517,212.7659574,6.41,-0.22951071,K5 ,1.492,0.021473,0.000006
23055,31860,48267,, ,,,6.66037878,-52.83246681,374.5318352,7.19,-0.677443693,K3/K4III ,1.492,0.038794,0.000002
61166,85008,156427,, ,,,17.37464307,-66.26888269,473.9336493,7.41,-0.968587724,B5V+... ,1.492,0.052171,0.000004
40129,54211, ,,Gl 412 A,,,11.09225721,43.52448449,4.832318546,8.74,10.31922222,M2Vvar ,1.491,0.429468,0.000045
74316,102401, ,,Gl 806 ,,,20.75104009,44.49840983,12.4984377,10.77,10.28572135,M3 ,1.491,0.427293,0.00002
52921,73133,131918,5564,, 15Xi 2Lib,,14.94614085,-11.4097279,165.0165017,5.48,-0.607636879,K4III ,1.491,0.035817,0.000005
43375,58905,104902,4605,, Kap Cha,,12.0796288,-76.51917475,135.1351351,5.04,-0.613841401,K4III ,1.491,0.036077,0.000005
42126,57045,101604,4500,, ,,11.69542145,55.17199339,308.6419753,6.28,-1.167274949,K5 ,1.491,0.062071,0.000009
3861,5510,7014,347,, 33 Cet,,1.17598814,2.44570842,275.4820937,5.97,-1.230466875,K4III ,1.491,0.065344,0.000009
10836,15416,20468,991,, ,,3.31217331,34.2226737,452.4886878,4.85,-3.428038632,K2II ,1.491,0.198568,0.000009
43859,59616, ,, ,,,12.22576142,-25.9226744,23.75296912,11.46,9.581410479, ,1.491,0.381933,0.000007
70602,97540,186530,, ,,,19.82453742,-65.9790142,233.6448598,7.39,0.547218845,K3III ,1.491,0.002737,0
50177,69025,123472,, ,,,14.13057623,-0.05598873,229.8850575,7.27,0.462446285,K5 ,1.491,0.003976,0
80075,110135,211600,, ,,,22.30949363,-20.73995246,248.7562189,7.16,0.181130265,K4III ,1.491,0.009574,0
60599,84237,155839,, ,,,17.21897252,24.98561205,288.184438,7.25,-0.048352626,K5III ,1.491,0.015721,0.000001
46280,63220,112495,, ,,,12.95352318,-12.06692425,197.2386588,6.33,-0.144960203,K5 ,1.491,0.018696,0.000001
37833,51021,90366,, ,,,10.42326632,-29.19385294,248.7562189,6.62,-0.358869735,K5III ,1.491,0.026029,0.000004
73663,101533,196241,, ,,,20.57666769,41.09835831,268.0965147,6.67,-0.471455841,K5 ,1.491,0.030295,0.000003
20306,28431,40570,, ,,,6.00416809,15.13108013,478.4688995,7.44,-0.959268569,K3Ib ,1.491,0.051721,0.000005
26620,36452,59610,, ,,,7.5006011,-19.52664927,383.1417625,6.72,-1.196797463,K3III ,1.491,0.063593,0.000004
69811,96506,184918,, ,,,19.61973645,-14.43128113,456.6210046,7.08,-1.217779426,K2III ,1.491,0.064682,0.000001
40189,54290,96364,, ,,,11.10722443,-16.53097307,510.2040816,7.18,-1.358719643,K4III ,1.491,0.072155,0
43425,58981,105036,, ,,,12.09307161,-5.84589396,395.256917,6.62,-1.364397394,M0 ,1.491,0.07246,0.000015
4276,6137,8001,, ,,,1.31226691,-43.33292904,561.7977528,6.78,-1.967899988,K3III ,1.491,0.106789,0
85764,0, ,,GJ 1003 ,,,0.122338759,29.25831479,18.69158879,14.18,12.82176891, m ,1.49,0.596173,0.000077
86843,0, ,,NN 3884 ,,,15.02016107,7.163755141,16.12903226,12.73,11.69195845, M3.5 ,1.49,0.520033,0.000014
85816,0, ,,NN 3051 ,,,0.738415605,12.62044642,18.18181818,12.79,11.49181345, m ,1.49,0.506684,0.000032
86986,0, ,,NN 4000 B,,,17.29536126,-11.82272102,20.83333333,12.91,11.31620619, M3 ,1.49,0.495007,0.000009
86985,0, ,,NN 3999 A,,,17.29564186,-11.83103449,20.83333333,12.83,11.23620619, M3 ,1.49,0.489704,0.000194
86506,0, ,,Gl 389 B,,,10.37283162,-60.16760907,20.04811548,12.63,11.11963222, m ,1.49,0.481982,0.000045
86060,0, ,,Wo 9119 B,,,3.663123241,33.47633507,23.80952381,12.87,10.98624645, ,1.49,0.473165,0.000006
86085,0, ,,Gl 157.1 ,,,3.997384145,26.09585587,22.83105023,12.62,10.82737055, dM4 ,1.49,0.462707,0.000001
87331,0, ,,NN 4260 ,,,22.16124841,41.03054298,22.52252252,12.57,10.80691485, k-m ,1.49,0.461361,0.000137
87025,0, ,,Gl 695 B,,,17.77405214,27.72614703,8.399832003,10.35,10.728647, M3 J ,1.49,0.456222,0.000062
75061,103393, ,,Gl 812 A,,,20.94668631,-4.84643951,17.68033946,11.91,10.672547,M4 ,1.49,0.452541,0.000033
87405,0, ,,GJ 1281 ,,,23.17832239,-19.20707941,25,12.47,10.48029996, M3 ,1.49,0.439968,0.000174
75842,104432, ,,Gl 821 ,,,21.1547219,-13.29765532,12.14624074,10.87,10.44779058,M3 ,1.49,0.437849,0.000029
86357,0, ,,NN 3491 ,,,8.297896574,31.12892904,16.66666667,11.22,10.11075625, k ,1.49,0.41596,0.000152
35230,47513, ,,Gl 361 ,,,9.6863211,13.20991003,11.35589371,10.37,10.09389341,M2 ,1.49,0.414872,0.000065
86020,0, ,,NN 3209 ,,,3.245356141,48.52529355,18.51851852,11.43,10.0919688, M1 ,1.49,0.414747,0.000065
86125,0, ,,NN 3290 ,,,4.454575601,17.23944795,40,13.06,10.04970004, dM1 ,1.49,0.412016,0.000002
85832,0, ,,NN 3063 ,,,0.874117746,-41.24491657,23.80952381,11.92,10.03624645, M3 ,1.49,0.411149,0.000014
60584,84212, ,,Gl 660.1 ,,,17.21421178,-5.12368193,21.25398512,11.62,9.982798139,K ,1.49,0.407704,0.000048
87329,0, ,,Gl 848.1C,,,22.12972168,-51.12120456,49.21259843,13.42,9.959618518, m ,1.49,0.40621,0.000059
82916,114233, ,,Gl 889.1 ,,,23.13518754,3.32836789,15.66170713,10.91,9.935804508,M1V: ,1.49,0.404673,0.000042
46496,63550, ,,NN 3759 ,,,13.02226464,-63.19405194,16.81802893,10.95,9.821124524, ,1.49,0.397296,0.000076
1169,1608, ,,GJ 2003 ,,,0.33563746,-17.06135622,25.43881964,11.69,9.662515219, ,1.49,0.387126,0.000015
87397,0, ,,NN 4306 ,,,22.93322488,17.8117499,15.38461538,10.5,9.564566783, M0 ,1.49,0.380856,0.000004
86112,0, ,,NN 3278 ,,,4.399651525,16.71974903,40,12.55,9.539700043, dM0 ,1.49,0.379268,0.000005
15355,21765, ,,Wo 9163 A,,,4.67481276,-9.19583388,20.16942315,10.97,9.446532612,M0V... ,1.49,0.373331,0.000064
86284,0, ,,NN 3429 ,,,7.144403551,30.7148919,24.3902439,11.36,9.423919284, M0 ,1.49,0.371889,0.000112
85925,0, ,,Gl 84.2A,,,2.115542713,45.1920723,18.08318264,10.28,8.993625657, dM0 ,1.49,0.344675,0.000032
86308,0, ,,Gl 278 C,,,7.577246974,31.87186413,15.80527896,9.07,8.075989172, M0.5Ve ,1.49,0.28822,0.00009
36753,49569,87808,3977,, ,,10.11930269,-17.14159635,105.2631579,5.59,0.478618026,K4III ,1.49,0.003723,0
51356,70794,126927,5410,,106 Vir,,14.47825852,-6.90041401,146.8428781,5.42,-0.41426444,K5III ,1.49,0.028094,0
81517,112241,215359,8654,, ,,22.73478116,39.46541736,198.4126984,5.93,-0.557847318,K5III+... ,1.49,0.033753,0.000006
46920,64224,114287,4961,, 50 Vir,,13.16258009,-10.32930884,201.2072435,5.95,-0.568218056,K5III ,1.49,0.03418,0.000001
808,1099,943,43,, ,,0.22899432,-26.28498303,236.4066194,6.14,-0.728298163,K4III ,1.49,0.041023,0.000001
65533,90915,171245,6966,, ,,18.5461519,23.61677633,243.3090024,5.88,-1.050790891,K5III ,1.49,0.056196,0.000015
49471,67942,120913,5218,, ,,13.91364915,-67.6520644,389.1050584,5.74,-2.210334383,K2III ,1.49,0.12138,0.000037
16265,23015,31398,1577,, 3Iot Aur,,4.94989339,33.16613537,156.9858713,2.69,-3.289302838,K3IIvar ,1.49,0.189535,0.000017
40743,55042,304043,, ,,,11.26746876,-57.55053464,12.54547736,11.66,11.16756405,M ,1.49,0.485151,0.000125
2915,4189, ,, ,,,0.88995567,-41.23799485,23.46866933,11.92,10.06755767, ,1.49,0.413171,0.000063
145,191, ,, ,,,0.04081914,-46.02884131,43.51610096,12.43,9.236750122,M3 ,1.49,0.360002,0.000002
28921,39402, ,, ,,,8.05532854,52.84557072,31.18178983,11.35,8.8804948,M: ,1.49,0.337588,0.000042
47536,65120, ,, ,,,13.34554618,10.87636434,39.3236335,11.62,8.646731801,M1 ,1.49,0.323049,0.000039
46878,64169,114241,, ,,,13.15158135,18.62567154,249.3765586,6.94,-0.044278137,K2 ,1.49,0.015601,0.000002
47218,64666,115183,, ,,,13.25515004,16.19481528,411.5226337,7.44,-0.631968632,K2 ,1.49,0.036844,0
65821,91292,171545,, ,,,18.62102018,-40.80357114,375.9398496,6.96,-0.915591817,G6IICNIV ,1.49,0.04963,0
42193,57144,101797,, ,,,11.7195808,56.01981906,574.7126437,7.47,-1.327253759,K5 ,1.49,0.070464,0
47572,65172,116110,, ,,,13.35623638,14.1489695,787.4015748,7.28,-2.200981395,K2 ,1.49,0.120811,0
41760,56528, ,,Gl 433 ,,,11.59083245,-32.53790001,9.037505648,9.83,10.04975709,M2V ,1.489,0.41202,0.000002
72258,99685,192535,7733,, ,,20.22855999,43.37900332,226.2443439,6.13,-0.642888653,K4III ,1.489,0.037307,0.000003
51760,71419,128068,5444,, ,,14.60529355,-46.2454913,195.3125,5.55,-0.903650195,K3III ,1.489,0.049063,0.000007
35563,47959,84561,3877,, 18 Leo,,9.77314919,11.81000106,215.0537634,5.67,-0.992735236,K4III ,1.489,0.053342,0.000001
18123,25569,35543,, ,,,5.46519391,48.22672776,196.4636542,6.51,0.043588912,K5 ,1.489,0.0131,0.000002
29869,40626,69523,, ,,,8.29385249,6.24498661,303.9513678,7.39,-0.02402051,K2 ,1.489,0.015007,0.00001
34495,46545,81977,, ,,,9.49248582,17.65187197,462.962963,7.26,-1.067731244,K0 ,1.489,0.057039,0.000002
35337,47650, ,,Gl 362 ,,,9.71468726,70.04005591,11.53535587,11.22,10.90984501,M4 ,1.488,0.468132,0.000067
85488,117939,224128,9051,, ,,23.9230604,25.95501866,185.1851852,6.52,0.181968799,K5 ,1.488,0.009553,0
85220,117567,223559,9029,, ,,23.84257308,-14.40143843,141.0437236,5.7,-0.046768824,K4III ,1.488,0.015675,0.000001
23115,31940,45866,2363,, ,,6.67467701,77.9957971,177.6198934,5.75,-0.497458026,K5III ,1.488,0.031319,0
29143,39690,67582,3187,, ,,8.11120663,-45.26604229,380.2281369,5.04,-2.860221258,K3III ,1.488,0.161933,0.000012
34986,47193,81817,3751,, ,,9.61815331,81.32642085,330.0330033,4.28,-3.312786857,K3III ,1.488,0.191063,0.000035
43815,59545,106127,, ,,,12.21169471,-2.47262071,233.1002331,7.3,0.462286461,K5III ,1.488,0.003978,0.000001
24496,33692,52465,, ,,,7.0007642,-30.07824108,240.3846154,7.09,0.185466653,K4III ,1.488,0.009472,0.000001
22683,31363,46612,, ,,,6.57655904,4.96803126,234.1920375,6.68,-0.167860625,M0III ,1.488,0.019433,0
48599,66663,118876,, ,,,13.6662559,-16.44651453,276.2430939,6.71,-0.496457147,K3III ,1.488,0.03128,0.000008
39963,53975,95678,, ,,,11.04201826,-9.99483632,381.6793893,7.32,-0.588493543,K5 ,1.488,0.035018,0.000006
45891,62610,111500,, ,,,12.82935548,-15.88296532,280.8988764,6.63,-0.61275001,K4III ,1.488,0.036031,0.000005
22472,31100,46017,, ,,,6.5263981,16.82829078,854.7008547,7.04,-2.619070691,K2 ,1.488,0.146683,0.000006
13706,19562,26549,, ,,,4.19044548,-15.96846815,917.4311927,7.01,-2.80286751,K2/K3IIICN. ,1.488,0.158285,0
37056,49986, ,,Gl 382 ,,,10.20493263,-3.74507182,7.813110399,9.27,9.805880195,M3 ,1.487,0.396318,0.000024
20990,29295,42581,,Gl 229 ,,,6.17630597,-21.86290752,5.774005428,8.14,9.332614061,M1/M2V ,1.487,0.366083,0.000013
36330,49005,86378,3939,, ,,9.99769997,56.81187557,156.4945227,5.5,-0.472495709,K5III ,1.487,0.030337,0.000009
70966,98012,188158,7585,, ,,19.91808664,-33.04624883,386.1003861,6.47,-1.46350118,K2/K3III ,1.487,0.07786,0.000009
24650,33894,52719,, ,,,7.03544251,-6.02233823,194.1747573,6.84,0.399036145,K5 ,1.487,0.005044,0.000007
60994,84780,156860,, ,,,17.32958046,2.13948284,183.8235294,6.43,0.107994498,M5III ,1.487,0.011389,0.000003
25121,34497,54044,, ,,,7.14789768,33.93391665,280.1120448,6.54,-0.696658919,K0 ,1.487,0.039631,0.000015
10570,15048,20043,, ,,,3.2319083,18.97331129,324.6753247,6.51,-1.047246417,K5 ,1.487,0.056021,0.000003
29379,39990,67743,, ,,,8.16691938,17.01651233,531.9148936,7.34,-1.289210754,M2III: ,1.487,0.068436,0.000004
39010,52611,93340,, ,,,10.75822047,-55.79143174,12500,7.2,-7.8,K3III ,1.487,0.492782,0
26532,36338, ,,GJ 1097 ,,,7.47921733,-3.29622688,12.55492781,11.43,10.9359289, ,1.486,0.46985,0.000004
48138,66008, ,,Wo 9448 A,,,13.53287236,31.1345611,31.20124805,11.11,8.639140169,M0V... ,1.486,0.322577,0.000021
57182,79431, ,, ,,,16.21159988,-18.87499082,14.89646954,11.34,10.47458324, ,1.486,0.439596,0.000027
40258,54380,96660,, ,,,11.1261514,-48.64003833,169.7792869,6.44,0.290576474,K3III ,1.486,0.007132,0.000003
54908,76075,138344,, ,,,15.53753699,-23.88016785,216.4502165,6.75,0.073209878,M4III ,1.486,0.0123,0.000006
74099,102117,197180,, ,,,20.69485945,11.56620879,309.5975232,7.49,0.036012612,K2 ,1.486,0.013308,0.000002
54430,75361,137127,, ,,,15.40003048,8.90580927,289.017341,7.3,-0.004619506,K5 ,1.486,0.014448,0.000002
79446,109282,210050,, ,,,22.13871132,-34.55584789,324.6753247,6.98,-0.577246417,M3III ,1.486,0.034552,0.000003
61215,85076,158537,, ,,,17.3876455,71.86989789,363.6363636,7.06,-0.743336531,M4.5III: ,1.486,0.041692,0.000004
65756,91213,172148,, ,,,18.60736614,43.79675308,456.6210046,7.37,-0.927779426,K2 ,1.486,0.05021,0.000003
60536,84140,155876,,Gl 661 A,,,17.20211642,45.66984247,6.322311437,9.96,10.95562057,K5 ,1.485,0.471146,0.00001
951,1295, ,,GJ 1006 A,,,0.27060709,19.86228962,20.03606492,12.27,10.76093785,M: ,1.485,0.458339,0.000001
82197,113229, ,,Gl 877 ,,,22.92997139,-75.45609056,8.619203586,10.4,10.72266431,K ,1.485,0.455828,0.000114
36397,49091, ,,Gl 377 ,,,10.01985648,-30.39171436,16.0436387,11.43,10.40348563,M4 ,1.485,0.434957,0.000092
1264,1734, ,,GJ 1009 ,,,0.36555595,-31.40558641,18.21161901,11.16,9.858257219,M2V: ,1.485,0.399682,0.000049
10821,15401, ,, ,,,3.30975421,10.31257186,44.13062665,12.25,9.026299528,M1V: ,1.485,0.346723,0.00002
7458,10708,14105,, ,,,2.2978726,40.55050084,278.551532,7.42,0.195472243,K0 ,1.485,0.009236,0.000001
77863,107105,206432,, ,,,21.69491595,15.04232412,280.8988764,7.21,-0.03275001,K5 ,1.485,0.015262,0.000001
49364,67803,121212,, ,,,13.88975963,33.78678774,284.9002849,6.98,-0.293464418,K5III ,1.485,0.02368,0
56344,78235,143347,, ,,,15.97522267,36.02214608,395.256917,7.33,-0.654397394,M7 ,1.485,0.037801,0.000024
4748,6799,8963,, ,,,1.45815124,-45.84624427,352.1126761,6.96,-0.7734083,K4/K5III ,1.485,0.043042,0.000002
34131,46087, ,,NN 3555 ,,,9.39797222,0.13871724,29.17152859,11.54,9.215204066, ,1.484,0.358637,0.000053
16725,23649,33042,1663,, Eta2Pic,,5.08276459,-49.57783014,145.3488372,5.05,-0.762057809,M2IIIvar ,1.484,0.042532,0.000002
66369,92008,172630,7015,, ,,18.753194,-61.09513879,317.4603175,6.04,-1.468447231,K3III ,1.484,0.078134,0.000007
82996,114347,218634,8815,, 57 Peg,,23.15873745,8.67717165,233.6448598,5.05,-1.792781155,M4Sv ,1.484,0.096501,0.000007
55295,76634,139622,, ,,,15.65029519,3.46780541,138.8888889,7.36,1.646662482,K3III ,1.484,0.006589,0.000005
67691,93716,177442,, ,,,19.08232674,-4.0407819,169.4915254,7,0.854260058,K0 ,1.484,0.000154,0
58867,81863,150857,, ,,,16.72074622,12.87838301,211.4164905,7.45,0.824305704,K5 ,1.484,0.000268,0.000001
67577,93568,176557,, ,,,19.0575957,-50.316573,243.902439,7.19,0.253919284,K4III ,1.484,0.007913,0.000001
32360,43806,76514,, ,,,8.92178793,-38.32781531,378.7878788,7.26,-0.631980366,K3III ,1.484,0.036844,0
55140,76422,138499,, ,,,15.60781504,-66.54544434,314.4654088,6.83,-0.6578644,K3III ,1.484,0.037949,0.000003
40358,54518,96734,, ,,,11.15465197,51.37899718,354.6099291,6.82,-0.928754458,M0 ,1.484,0.050257,0
44075,59930,106866,, ,,,12.29297128,-40.00442104,584.7953216,7.21,-1.625019448,K3III ,1.484,0.086878,0.000006
74843,103096,199305,,Gl 809 ,,,20.88883017,62.15627228,7.044734061,8.55,9.310676984,M2V ,1.483,0.364691,0.00014
40131,54212, ,,NN 3641 ,,,11.0926504,45.00923614,33.27787022,11.11,8.499222382, ,1.483,0.31395,0.000011
59889,83262,153687,6318,, 30 Oph,,17.01767375,-4.22245426,123.3045623,4.82,-0.634895729,K4III ,1.483,0.036967,0
22623,31288,46157,, ,,,6.56160168,39.44622312,205.7613169,7.05,0.483181346,K2 ,1.483,0.003654,0
34342,46350,81731,, ,,,9.45023562,-16.01316254,255.1020408,6.97,-0.063569665,K5III ,1.483,0.016176,0.000001
47580,65184,116342,, ,,,13.35863372,63.95037227,322.5806452,7.32,-0.223191531,K2 ,1.483,0.021261,0.00001
17592,24840,34867,, ,,,5.32532888,-25.1241195,318.4713376,6.94,-0.57535176,M5III ,1.483,0.034474,0.000003
6789,9737,12835,, ,,,2.08785727,-28.55813335,420.1680672,7.34,-0.777115215,K4III ,1.483,0.043211,0
29364,39969,67613,, ,,,8.1617657,25.55909675,602.4096386,7.45,-1.44945956,K5III ,1.483,0.077089,0.000009
36273,48921,86435,, ,,,9.97935897,10.45856696,555.5555556,7.14,-1.583637474,K0 ,1.483,0.084544,0.000006
82776,114046,217987,,Gl 887 ,,Lacaille 9352,23.09643472,-35.8562971,3.290556104,7.34,9.7536535,M2/M3V ,1.483,0.392966,0.000037
45159,61495, ,,Gl 477 ,,,12.59958214,-45.93739996,18.08645325,11.1,9.81323295,M1 ,1.482,0.39679,0.000018
41142,55625, ,,GJ 2085 ,,,11.3958795,8.5630165,21.23142251,11.18,9.545104536,M1V: ,1.482,0.379615,0.00002
46782,64022,113996,4954,, 41 Com,,13.11964107,27.62490672,93.02325581,4.8,-0.042957679,K5III ,1.482,0.015562,0.000007
4487,6432,8334,392,, ,,1.37692077,1.72644123,257.0694087,6.21,-0.840251993,M0III ,1.482,0.046098,0
70624,97569,186584,7513,, ,,19.83150531,-66.813093,330.0330033,6.44,-1.152786857,K4III ,1.482,0.061329,0.000003
42342,57361, ,, ,,,11.75953877,-20.35362627,20.14910336,11.79,10.26872138, ,1.482,0.42619,0.000054
68715,95062,182076,, ,,,19.34206934,50.34014402,213.6752137,7.32,0.671229265,K5 ,1.482,0.001321,0
68079,94224,178882,, ,,,19.18098643,-15.07781628,255.7544757,7.35,0.310883787,M4III ,1.482,0.006717,0.000001
28929,39414,66085,, ,,,8.05737201,37.13672875,227.2727273,6.9,0.117263382,K5 ,1.482,0.01115,0.000004
57501,79900,148386,, ,,,16.30907023,77.54880756,311.5264798,7.48,0.012525162,K0 ,1.482,0.013962,0
39362,53113,94286,, ,,,10.86629183,-55.13835458,231.4814815,6.53,-0.292581266,K4/K5III: ,1.482,0.023649,0.000001
2157,3056,3605,, ,,,0.64687399,-25.10776606,223.7136465,6.43,-0.318462384,K4III ,1.482,0.024566,0.000001
31494,42700,74157,, ,,,8.70260247,-3.04989585,934.5794393,7.4,-2.453081112,M... ,1.482,0.136318,0.000006
65382,90713,170457,, ,,,18.50810009,-23.25063547,1111.111111,6.99,-3.238787453,G8Ib/II ,1.482,0.186262,0.00004
32128,43510, ,,GJ 1114 ,,,8.86231791,18.12510546,18.03101334,11.54,10.25989933, ,1.481,0.425615,0.000034
77362,106419,204873,8233,, ,,21.55489482,-52.73773902,267.3796791,6.43,-0.705641989,K4III ,1.481,0.040025,0.000006
84321,116264,221615,8940,, 71 Peg,,23.55780214,22.49881721,176.366843,5.33,-0.902084706,M5IIIa ,1.481,0.04899,0
25435,34914,55762,2730,, ,,7.22333599,-22.67414589,239.2344498,5.99,-0.904118591,K4III ,1.481,0.049086,0.000002
29788,40526,69267,3249,, 17Bet Cnc,,8.2752634,9.18566295,89.04719501,3.53,-1.218101219,K4III ,1.481,0.064699,0
74916,103200,199169,8008,, 32 Vul,,20.90934366,28.05763154,226.7573696,5.03,-1.747807053,K4III ,1.481,0.093898,0.000001
70083,96856,186021,7490,, ,,19.68740249,22.45278133,442.4778761,6.43,-1.799457804,K0Iab: ,1.481,0.096889,0.000058
51850,71568,128902,5464,, ,,14.6368533,43.64205288,350.877193,5.74,-1.9857757,K2III ,1.481,0.107853,0.000004
78665,108236,208271,, ,,,21.92733049,-21.13989696,253.164557,7.09,0.072985478,M3III ,1.481,0.012306,0
2914,4179,4993,, ,,,0.88952281,69.95608861,291.5451895,7.08,-0.2435294,M... ,1.481,0.02195,0
63930,88770,165742,, ,,,18.12249585,2.48159614,245.7002457,6.51,-0.442027954,K5 ,1.481,0.029154,0.000014
63992,88849,165256,, ,,,18.13782773,-55.69122197,427.3504274,7.25,-0.903920713,K4III ,1.481,0.049076,0.000002
52487,72511, ,,Gl 563.2B,,,14.82597591,-26.1060337,4.250977725,12.06,13.91755585,M ,1.48,0.670924,0.000068
86998,0, ,,GJ 1218 ,,,17.47023383,-62.44575388,12.82051282,12.68,12.14047301, m ,1.48,0.550121,0.000034
85931,0, ,,Gl 85.1 ,,,2.168186242,35.4366422,22.27171492,13.74,12.00123171, M3 ,1.48,0.540756,0.000008
87059,0, ,,Gl 712 ,,,18.36952327,6.33893929,14.47178003,12.58,11.77739024, M3 ,1.48,0.525745,0.000024
85793,0, ,,GJ 1012 ,,,0.477979453,-6.653432815,13.36898396,12.19,11.55950799, M4 ,1.48,0.511189,0.000032
87169,0, ,,Wo 9677 B,,,19.94061104,59.15609404,25,13.5,11.51029996, m ,1.48,0.507911,0.000215
86600,0, ,,NN 3681 ,,,11.7009048,14.77274151,16.66666667,12.58,11.47075625, M3.5 ,1.48,0.505282,0.000117
86191,0, ,,GJ 1077 ,,,5.281467177,-78.27788881,13.02083333,11.91,11.3368061, M1.5 V ,1.48,0.496373,0.000014
86362,0, ,,GJ 1110 ,,,8.470437506,20.15006784,22.32142857,13.08,11.33639007, g-k ,1.48,0.496345,0.000014
87141,0, ,,Gl 762 ,,,19.57902358,-62.84161683,16.61129568,12.17,11.06798246, m+ ,1.48,0.478565,0.000018
86938,0, ,,Gl 629.3 ,,,16.60512493,-49.29032806,19.37984496,12.38,10.94324851, M1 : ,1.48,0.470334,0.000052
13587,19394, ,,Gl 163 ,,,4.15406803,-53.37511256,14.96557917,11.81,10.93453236,M ,1.48,0.469756,0.000047
87171,0, ,,Gl 774 A,,,20.06727164,-65.58984769,13.40482574,11.35,10.71369414, m ,1.48,0.455241,0.000008
86455,0, ,,Gl 351.1 ,,,9.525826812,20.29342357,20.28397566,12.2,10.6642346, M3 ,1.48,0.451997,0.000091
86160,0, ,,NN 3320 ,,,5.020670411,24.88084453,15.87301587,11.51,10.50670275, M2.5 ,1.48,0.441693,0.000094
87385,0, ,,Gl 874 ,,,22.80410427,-36.78623607,19.49317739,11.92,10.47058683, M3 ,1.48,0.439334,0.000007
87282,0, ,,Gl 836.4 ,,,21.70197061,-12.15570902,31.25,12.8,10.32574989, M1.5: ,1.48,0.429896,0.000038
87401,0, ,,NN 4311 ,,,23.10611091,71.71694812,20,11.78,10.27485002, M2 ,1.48,0.426587,0.000007
86642,0, ,,NN 3717 ,,,12.24056734,24.5953335,24.3902439,12.16,10.22391928, m ,1.48,0.423283,0.000002
66853,92656, ,,NN 4082 ,,,18.88127761,-57.12516265,26.65245203,12.14,10.01131415,M2 ,1.48,0.409545,0.000101
86152,0, ,,NN 3313 ,,,4.786649195,2.161607307,18.86792453,11.34,9.961379348, k ,1.48,0.40632,0.000059
86196,0, ,,NN 3349 ,,,5.498067064,32.0937188,29.3255132,12.15,9.813771895, M3 ,1.48,0.396825,0.000018
85984,0, ,,Gl 107 B,,,2.735911355,49.23098118,11.23216893,10.06,9.807681867, M1 V ,1.48,0.396437,0.000033
22880,31635,260655,,Gl 239 ,,,6.61979631,17.56399483,9.843488532,9.63,9.664254802,M1: ,1.48,0.387235,0.000037
86088,0, ,,NN 3260 ,,,4.011089131,-23.07925509,23.25581395,11.47,9.637342278, M0 ,1.48,0.38551,0.00002
