StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex,AvgDistance,MinDistance
87126,0, ,,Gl 752 B,,,19.28334001,5.167277104,5.87337014,17.52,18.67556315, dM5 e ,2.2,1,0.01989
55881,77514, ,,NN 3920 ,,,15.82683879,51.04852013,17.30702665,12.05,10.85888769,M: ,2.2,0.464779,0.000001
54317,75193, ,, ,,,15.36577151,18.59809932,35.77817531,11.94,9.171909061, ,2.2,0.355899,0.000014
21125,29450,42543,2197,, 6 Gem,,6.20530526,22.90851943,1315.789474,6.51,-4.085932039,M1Ia-ab ,2.197,0.24186,0.000006
10405,14827,19557,, ,,,3.19036802,57.90312376,313.4796238,7.48,-0.001046585,R5 ,2.182,0.014347,0
87362,0, ,,NN 4281 ,,,22.48197498,-13.4079258,10.88139282,17.14,16.95657756, M6.5 ,2.16,0.880895,0.001897
86019,0, ,,NN 3208 ,,,3.236256325,28.69035354,14.92537313,16.77,15.90037401, m ,2.15,0.807741,0.001489
21096,29416,42475,2190,, ,,6.19761495,21.86824073,10000000,6.93,-8.07,M1:Iavar ,2.142,0.511302,0
86537,0, ,,NN 3622 ,,,10.80291454,-11.31553396,4.524886878,15.6,17.32196137, M6.5 ,2.1,0.906206,0.00632
54312,75187, ,,Wo 9520 ,,,15.36468928,20.97744191,11.390819,10.11,9.827225245,M9 ,2.1,0.397688,0.000059
68351,94590, ,,Gl 748.2A,,,19.2496543,2.164233,36.04902668,10.2,7.415532284,M0 ,2.1,0.249289,0.000006
59352,82523, ,, ,,,16.86665379,23.85612917,31.69572108,12.34,9.834996818, ,2.1,0.398189,0.000024
45610,62181, ,, ,,,12.74356083,33.34581307,38.86513797,12.44,9.492198931, ,2.1,0.37624,0.00006
15930,22552,30243,, ,,,4.85370931,68.16879623,2777.777778,6.54,-5.678487496,N5 ,2.1,0.348654,0.000036
44081,59943,106873,, ,,,12.29604325,-63.61614752,4545.454545,7.42,-5.867886596,M0Ia/Iab ,2.091,0.36147,0.000429
86558,0, ,,Gl 412 B,,,11.09761103,43.50851371,4.832318546,14.4,15.97922222, M6 e ,2.09,0.813194,0.000047
86360,0, ,,NN 3497 ,,,8.432612694,69.05600387,12.51564456,15.67,15.1827339, dM5.2 ,2.09,0.758105,0.000831
19005,26718,37536,1939,, ,,5.67834725,31.92061792,420.1680672,6.23,-1.887115215,M2SIab ,2.088,0.102014,0.000026
31809,43093,75021,, ,,,8.77676007,-29.72811587,10000000,7.29,-7.71,C ,2.087,0.486624,0
30142,40977,70276,, ,,,8.36191913,17.28528855,37.62227239,9.25,6.372774883,Sevar ,2.08,0.191353,0.000007
64405,89397,167279,, ,,,18.24353394,-2.60280359,364.9635036,7.38,-0.431247186,K5 ,2.08,0.02874,0.000001
68744,95099,181475,, ,,,19.34675377,-4.50248749,1538.461538,6.89,-4.045433217,K5II ,2.07,0.239174,0.000081
86364,0, ,,GJ 1111 ,,,8.49830034,26.78688829,3.625815809,14.81,17.01297131, M6.5 ,2.06,0.884802,0.001897
85958,0, ,,NN 3158 ,,,2.468250943,3.190801029,22.172949,17.46,15.73088271, m ,2.06,0.796013,0.001684
18398,25945,36389,1845,,119 Tau,,5.53687534,18.59424525,588.2352941,4.32,-4.527755393,M2Ib ,2.06,0.271256,0.000104
4127,5926,7389,365,, ,,1.2699727,71.74384538,4545.454545,5.87,-7.417886596,K1V ,2.042,0.466715,0.001253
1966,2796,3147,, ,,,0.59365906,67.92595909,892.8571429,6.92,-2.833909887,K2Ib-II ,2.04,0.160259,0.000013
11163,15890,20797,1009,, ,,3.41126703,64.58599618,383.1417625,5.13,-2.786797463,M0II ,2.038,0.157267,0.000033
14044,20027,26763,, ,,,4.2955403,62.34662735,290.6976744,7.15,-0.167207787,M2.5 ,2.038,0.019412,0.000001
39997,54021,95950,, ,,,11.05171202,-60.91073438,10000000,6.67,-8.33,M2Ib ,2.033,0.529198,0.000173
28481,38834,65750,3126,, ,,7.94748648,-59.12578795,296.735905,7.06,-0.301850496,M0III ,2.025,0.023976,0.000004
70524,97434,187238,, ,,,19.80328843,22.76288803,462.962963,7.02,-1.307731244,K3Ia0-a... ,2.025,0.069422,0
86378,0, ,,Gl 316.1 ,,,8.675833675,18.40654638,15.50387597,17.68,16.72779857, m ,2.02,0.865041,0.002075
85988,0, ,,NN 3181 ,,,2.777052713,16.4285451,14.99250375,16.86,15.98062917, M6 ,2.02,0.813292,0.000047
85918,0, ,,NN 3128 ,,,2.037939746,10.34131229,8.928571429,15.61,15.85609011, m ,2.02,0.804677,0.000503
14282,20324,27482,, ,,,4.35423795,27.35025799,216.4502165,7.21,0.533209878,K5III ,2.02,0.002927,0
1202,1652,1613,, ,,,0.34543458,61.87959637,2040.816327,6.8,-4.7490196,M2II: ,2.02,0.286063,0.000051
28552,38923,65412,, ,,,7.96502491,-20.42869355,781.25,7.28,-2.183950152,M2Ia/ab ,2.015,0.119777,0.000006
52210,72103,129405,, ,,,14.74974661,-61.5216512,9090.909091,6.97,-7.823036574,K4III ,2.01,0.494357,0.000234
86550,0, ,,Gl 406 ,,,10.9450233,7.053054084,2.390628735,13.45,16.55743932, M6 ,2,0.853242,0.003654
62437,86737,160810,, ,,,17.7238883,-35.29765913,512.8205128,6.92,-1.629826943,M0III ,2,0.087151,0.000033
65532,90913,170975,6959,, ,,18.54536728,-14.8656543,389.1050584,5.47,-2.480334383,K3Iab ,1.998,0.138011,0
74240,102300, ,, ,,,20.72804121,64.28194099,21.68726957,11.87,10.18897561,M0 ,1.997,0.421019,0.000013
9607,13700,17958,861,, ,,2.94018208,64.33244427,392.1568627,6.17,-1.797299098,K3Ibvar ,1.994,0.096764,0.000015
86959,0, ,,Gl 644 C,,,16.92721827,-8.383656888,5.739539689,16.78,17.98561468, M7 ,1.99,0.952188,0.003313
56918,79055,144386,, ,,,16.13634394,-53.07895041,10000000,6.86,-8.14,K5III ,1.989,0.516117,0.000336
63290,87880,163428,, ,,,17.95207208,-23.93924028,980.3921569,6.52,-3.436999141,K5II ,1.984,0.199151,0.000016
41302,55863,99619,, ,,,11.44990792,-61.36932645,1234.567901,6.72,-3.737574906,M2Ib-II ,1.983,0.218857,0.000035
11432,16307,21465,, ,,,3.50362968,55.37504941,452.4886878,7.05,-1.228038632,K5Iab: ,1.982,0.065218,0.000008
85942,0, ,,NN 3146 ,,,2.27483355,13.60061145,8.460236887,15.79,16.15308738, m ,1.98,0.825233,0.001092
87165,0, ,,GJ 1245 B,,,19.89809415,44.42265957,4.716981132,14.01,15.6416793, m ,1.98,0.789835,0.000515
85784,0, ,,NN 3028 ,,,0.340275954,33.09920248,12.51564456,16.05,15.5627339, M6 ,1.98,0.784379,0.001118
85763,0, ,,GJ 1002 ,,,0.112911606,-7.513338775,4.69924812,13.75,15.38985812, M5-5.5 ,1.98,0.772421,0.000178
86648,0, ,,NN 3720 ,,,12.31275353,29.76399111,15.38461538,16.32,15.38456678, m ,1.98,0.772054,0.000111
87374,0, ,,Gl 866 A,,,22.64037524,-15.33355686,3.397893306,12.66,15.00395131, M5 e ,1.98,0.745745,0.000688
58303,81069,149165,, ,,,16.55866952,-12.56024192,294.9852507,7.41,0.060998491,M1III ,1.973,0.012628,0.000001
62000,86138, ,, ,,,17.60318814,-29.67925459,45.39264639,11.14,7.855072486,M0 ,1.972,0.275034,0.000134
63997,88855,165782,, ,,,18.14069771,-18.55220344,473.9336493,7.42,-0.958587724,G5Ia ,1.972,0.051688,0.000005
37885,51087,90586,, ,,,10.43767963,-53.89147401,641.025641,6.99,-2.044377008,M2Iab ,1.972,0.111353,0.000003
67930,94030,178690,, ,,,19.14380429,24.17930414,1123.595506,6.7,-3.553049967,K2 ,1.969,0.206742,0.000168
57219,79490,145384,6022,, ,,16.22138158,-53.67116378,1515.151515,6.03,-4.872280322,M0III ,1.965,0.29433,0.000302
87430,0, ,,GJ 1286 ,,,23.58556109,-2.378616918,7.215007215,14.69,15.39881615, M5 ,1.96,0.773031,0.000001
86762,0, ,,GJ 1179 A,,,13.80513015,23.61085458,11.99040767,15.32,14.92583025, dM4 : ,1.96,0.740354,0.001462
86842,0, ,,GJ 1187 ,,,14.96427816,56.66349537,11.18568233,15.53,15.28668759, m ,1.95,0.765279,0.000314
86953,0, ,,NN 3971 ,,,16.67293025,67.59687543,13.29787234,15.65,15.0310892, m ,1.95,0.747621,0.000356
86155,0, ,,GJ 1072 ,,,4.846770338,22.13123436,14.00560224,15.21,14.47849106, m ,1.95,0.709496,0.000065
87137,0, ,,GJ 1238 ,,,19.40391718,75.54664795,11.02535832,15.37,15.15803644, m+ ,1.94,0.756394,0.000831
86049,0, ,,NN 3234 ,,,3.581978598,28.26264341,28.3286119,16.67,14.40887353, m ,1.94,0.704698,0.000033
65943,91448,172137,, ,,,18.65070248,-15.03926357,298.5074627,7.48,0.105224035,M1III ,1.94,0.01146,0
67740,93773,177810,, ,,,19.09671741,12.20754868,1298.701299,7.44,-3.127546374,K0 ,1.94,0.179076,0.00001
59220,82351,151658,, ,,,16.82638696,-21.85229465,316.4556962,7.28,-0.221564587,M2/M3III ,1.935,0.021206,0.000001
86402,0, ,,GJ 1116 B,,,8.971706356,19.76543892,5.227391532,14.92,16.32857485, m ,1.93,0.837387,0.004333
86275,0, ,,GJ 1093 ,,,6.990417972,19.36208551,7.757951901,14.83,15.38126459, m ,1.93,0.771822,0.000111
86377,0, ,,NN 3512 ,,,8.689737047,59.51687498,9.98003992,15.05,15.05433861, m ,1.93,0.749222,0.000426
86096,0, ,,GJ 1068 ,,,4.175029826,-53.57068922,12.5,13.58,13.09544993, pec ,1.93,0.614776,0.000013
14963,21233,28604,, ,,,4.55468836,52.8050092,502.5125628,7.22,-1.285734618,K5 ,1.93,0.068252,0
71011,98070, ,,Wo 9674 ,,,19.93121382,51.27196406,27.45744097,12,9.806699707,M2 ,1.928,0.396371,0.000004
71205,98313,189114,, ,,,19.97570428,-3.55371767,495.049505,6.79,-1.683243153,K5 ,1.925,0.090191,0.000023
65786,91251,171662,, ,,,18.6131993,-15.9454624,383.1417625,7.01,-0.906797463,K3/K4III ,1.924,0.049212,0
86444,0, ,,NN 3552 ,,,9.338272258,26.73715573,20.70393375,15.56,13.97973565, m ,1.92,0.675191,0.000035
2237,3171,3699,, ,,,0.6735575,59.51381621,10000000,7.26,-7.74,K5III ,1.92,0.488674,0
69953,96688,185622,7475,, ,,19.65703778,16.57113626,704.2253521,6.37,-2.868558278,M0Iab-Ib SB ,1.918,0.162463,0.000028
9792,13962,18391,, ,,,2.99686731,57.66324613,1098.901099,6.86,-3.344793038,G0Ia ,1.916,0.193147,0.000011
10181,14526,18787,, ,,,3.12640122,75.80371568,2000,7.14,-4.365149978,M0 ,1.916,0.260409,0.000046
13307,19003,25605,, ,,,4.0718685,12.50748815,277.7777778,7.45,0.231512504,M... ,1.913,0.00841,0.000004
87112,0, ,,GJ 1231 ,,,19.1379744,26.58935388,17.24137931,15.16,13.97713997, m ,1.91,0.675012,0.000087
66833,92628,174796,, ,,,18.87380541,-3.72562169,264.5502646,7.08,-0.032541001,K5 ,1.91,0.015256,0
62134,86317,159881,, ,,,17.6366647,-28.04672468,487.804878,6.83,-1.611230695,K5III ,1.906,0.086098,0.000031
22004,30520,44537,2289,, 46Psi1Aur,,6.41497277,49.28789903,1176.470588,4.92,-5.432905371,K5Iabvar ,1.905,0.332065,0.000281
30724,41726,72268,3364,, ,,8.50827768,-36.72133746,1408.450704,6.78,-3.963708256,M3/M4Ib ,1.903,0.233769,0.00001
21490,29901,43381,, ,,,6.2958279,39.47388559,487.804878,6.72,-1.721230695,K2 ,1.902,0.092369,0.000022
11041,15721,20844,, ,,,3.37530758,32.23990648,4545.454545,7.4,-5.887886596,M... ,1.902,0.362821,0.000673
53830,74470,134468,5645,, ,,15.21695217,-61.74376411,2325.581395,6.27,-5.562657722,K4Ib ,1.901,0.340824,0.000046
78080,107398,207119,, ,,,21.75344469,52.26757875,833.3333333,6.4,-3.20409377,K5Ib ,1.901,0.184017,0.000015
87392,0, ,,GJ 1276 ,,,22.89585858,-6.772425682,8.051529791,15.65,16.12060798, DZ9+ ,1.9,0.822988,0.001092
87164,0, ,,GJ 1245 A,,,19.89781576,44.42264171,4.716981132,13.41,15.0416793, M5.5 V e ,1.9,0.748355,0.000356
86053,0, ,,GJ 1061 ,,,3.59903074,-44.50634335,4.291845494,13.03,14.86677961, M4.5 ,1.9,0.736276,0.000085
87444,0, ,,Gl 905 ,,,23.69830115,44.19725486,3.168567807,12.29,14.78568497, dM6 e ,1.9,0.730673,0.000032
86774,0, ,,NN 3815 ,,,13.88160273,66.82396279,15.625,15.69,14.72089987, m ,1.9,0.726208,0.000111
86442,0, ,,NN 3550 ,,,9.359061451,73.11947005,11.49425287,15.02,14.71759626, m ,1.9,0.725982,0.000111
87341,0, ,,Gl 852 B,,,22.28899141,-8.800494432,10.19367992,14.4,14.35834504, dM5 e ,1.9,0.701219,0.000124
85913,0, ,,NN 3125 ,,,2.029951477,73.54430004,10.52631579,14.12,14.00861803, m ,1.9,0.677173,0.000112
70231,97048, ,, ,,,19.72317515,23.39133529,47.30368969,11.32,7.945524915,K7 ,1.9,0.280414,0.000002
56285,78139, ,, ,,,15.95527572,34.53515605,47.48338082,11.19,7.807291834, ,1.9,0.2722,0.000008
40692,54971,98027,, ,,,11.25615742,-66.51194568,952.3809524,6.86,-3.034053505,K4/K5III ,1.9,0.173055,0.000034
24790,34072,53177,, ,,,7.06668141,-4.6235098,657.8947368,7.44,-1.65078206,K5Ib ,1.898,0.088341,0.000001
62809,87244,162163,, ,,,17.82608441,0.90624589,1612.903226,7.49,-3.548041553,K5 ,1.898,0.206419,0.000072
79438,109273,210615,, ,,,22.13790737,72.76853662,595.2380952,7.09,-1.783453591,M4 ,1.897,0.09596,0
37744,50908, ,, ,,,10.39588643,-54.22547713,47.48338082,10.99,7.607291834,M0 ,1.892,0.260433,0.000024
42540,57653,102728,, ,,,11.82348629,-60.42577829,10000000,7.42,-7.58,M0III ,1.891,0.477744,0
86905,0, ,,NN 3937 ,,,16.07219211,-6.269097315,16.55629139,15.51,14.41518469, dM4.5-5 ,1.89,0.705129,0.000212
86031,0, ,,GJ 1059 ,,,3.383449487,42.01756381,15.29051988,15.33,14.40788874, m ,1.89,0.704631,0.000033
85802,0, ,,GJ 1014 ,,,0.597608309,10.4821142,15.625,15.32,14.35089987, ,1.89,0.700706,0.00025
85851,0, ,,GJ 1029 ,,,1.091764464,28.49466145,12.56281407,14.8,14.30456534, m ,1.89,0.697522,0.000354
56736,78803,143796,, ,,,16.08764184,-56.33989551,2777.777778,7.22,-4.998487496,M5III ,1.89,0.302808,0.000046
66254,91855,173074,, ,,,18.72704699,-1.55901096,265.9574468,7.2,0.075939225,M... ,1.887,0.012229,0
78946,108603,209317,, ,,,22.00093902,65.43277697,645.1612903,6.93,-2.118341509,K5 ,1.886,0.115801,0.00001
22346,30949, ,, ,,,6.49588761,-6.39303762,38.40245776,11.08,8.158204899,M0 ,1.885,0.293167,0.000004
28985,39487,66888,3170,, ,,8.07116484,-32.67484684,719.4244604,5.25,-4.034925999,M2II ,1.882,0.238481,0.000166
86207,0, ,,GJ 1083 A,,,5.673706696,24.80913349,10.34126163,14.85,14.77713237, m ,1.88,0.730087,0.000288
86649,0, ,,GJ 1156 ,,,12.31796639,11.12234905,6.540222368,13.81,14.73203743, dM e ,1.88,0.726968,0.000052
86988,0, ,,GJ 1215 ,,,17.29584485,11.67452152,12.69035533,15.1,14.58263109, m ,1.88,0.716669,0.000123
86652,0, ,,NN 3724 ,,,12.41716044,23.39130077,25.64102564,16.58,14.53532304, m ,1.88,0.713408,0.000215
87056,0, ,,GJ 1225 ,,,18.28809311,68.56796276,18.41620626,15.39,14.06399915, m ,1.88,0.680976,0.000109
86975,0, ,,GJ 1210 ,,,17.1283819,7.372501854,12.82051282,14.01,13.47047301, m ,1.88,0.640334,0.000008
2780,3988,4817,237,, ,,0.85455152,61.80549823,763.3587786,6.04,-3.373643522,K5Ib ,1.88,0.195024,0.000007
84785,116948,222670,8989,, ,,23.70581497,64.51540275,411.5226337,6.52,-1.551968632,M2III: ,1.878,0.082767,0.000002
58999,82038,151011,, ,,,16.75838252,-19.13692789,232.5581395,6.6,-0.232657722,K5II ,1.876,0.021581,0.000002
21325,29702,43095,, ,,,6.2568763,25.33370384,571.4285714,7.3,-1.484809757,K5 ,1.875,0.079035,0.000007
5621,8034,10465,, ,,,1.71975213,48.51677663,4166.666667,6.82,-6.278943791,M2.5II ,1.874,0.389319,0.000091
72624,100155,193469,, ,,,20.31598311,39.00420342,735.2941176,6.35,-2.982305458,K5Ib ,1.871,0.169736,0.000054
18547,26128,36535,, ,,,5.57139167,41.1234253,10000000,6.87,-8.13,K5 ,1.871,0.515429,0
87471,0, ,,NN 4385 ,,,23.99576657,47.76502088,16.72240803,16.1,14.98350592, m ,1.87,0.744337,0.000688
86229,0, ,,NN 3380 ,,,6.041364727,49.87503382,9.276437848,14.47,14.6330938, m ,1.87,0.720152,0.000108
85850,0, ,,GJ 1028 ,,,1.080188488,-18.13019662,10,14.46,14.46, m ,1.87,0.708223,0.000053
86078,0, ,,NN 3250 ,,,3.788609429,8.70671045,12.54705144,14.51,14.01729161, k-m ,1.87,0.677774,0.000067
86451,0, ,,Gl 347 B,,,9.48234786,-7.359877614,17.19099192,15,13.82349532, m ,1.87,0.664482,0.000148
12528,17884,23475,1155,, ,,3.82535706,65.52600645,295.8579882,4.39,-2.965416499,M1III ,1.87,0.168653,0.000037
7352,10557,13686,, ,,,2.26538691,63.23630372,423.7288136,7.04,-1.095439985,K3Ib ,1.869,0.058425,0.000011
66334,91960,173278,, ,,,18.74467788,-6.53613416,609.7560976,6.71,-2.21578076,K5 ,1.868,0.121713,0.00001
47463,65015,115636,, ,,,13.32733725,-60.635176,884.9557522,6.98,-2.754607783,K5Ib ,1.868,0.155227,0.000011
62390,86677,160869,, ,,,17.70977098,-4.84973715,235.8490566,6.62,-0.243170717,M2III: ,1.865,0.021938,0.000012
68621,94937,181330,, ,,,19.31823816,27.26131196,813.0081301,6.77,-2.780474443,K5 ,1.865,0.156863,0.000009
58094,80763,148478,6134,, 21Alp Sco,Antares,16.49012986,-26.43194608,185.1851852,1.06,-5.278031201,M1Ib + B2.5V,1.865,0.321619,0.000582
982,1339,1255,, ,,,0.2793545,10.24475802,1052.631579,6.51,-3.601381974,M2III: ,1.864,0.20991,0.000001
10055,14350,18964,, ,,,3.0843473,52.62829456,10000000,7.13,-7.87,K5 ,1.863,0.497571,0
51698,71326,127753,, ,,,14.58578133,-56.56262521,442.4778761,7.05,-1.179457804,K5III ,1.862,0.062697,0.000006
86209,0, ,,GJ 2045 ,,,5.703677778,-5.477122354,12.80409731,15.28,14.74325517, m ,1.86,0.727748,0.000243
86709,0, ,,NN 3766 ,,,13.18965091,28.56747965,20,15.89,14.38485002, m ,1.86,0.703039,0.000235
86679,0, ,,NN 3744 ,,,12.70999456,77.88273073,19.60784314,15.84,14.37785088, m ,1.86,0.702564,0.000235
86702,0, ,,NN 3762 ,,,13.11290523,30.86587643,16.66666667,15.48,14.37075625, m ,1.86,0.702077,0.000161
68227,94428,177078,, ,,,19.21920283,-77.86408697,420.1680672,7.03,-1.087115215,M0III ,1.86,0.058007,0.000002
6538,9388,11844,, ,,,2.01068755,75.95285843,335.5704698,7.01,-0.61891868,K5 ,1.858,0.036291,0.000003
19682,27591,38776,, ,,,5.84270442,47.46105011,724.6376812,7.4,-1.900604568,K5 ,1.857,0.102807,0.000042
38065,51313,91056,4120,, ,,10.48127695,-64.17228466,961.5384615,5.27,-4.644833304,K3Ib ,1.856,0.279086,0.000005
67989,94103,178717,, ,,,19.15611222,10.24115819,344.8275862,7.18,-0.508010011,Kp ,1.853,0.031739,0.000002
5068,7253,9366,, ,,,1.55731871,54.94486941,14285.71429,6.92,-8.08,K3Ib ,1.852,0.511988,0
69536,96159,184201,, ,,,19.55215732,5.02939398,621.1180124,6.61,-2.35587062,M5III ,1.851,0.130303,0.000028
61525,85507,158088,, ,,,17.47432644,-29.05858082,1020.408163,7.34,-2.703869622,M0III ,1.851,0.152019,0.000051
85891,0, ,,Gl 65 A,,,1.647131383,-17.95756471,2.626740215,12.57,15.47291438, dM5.5e ,1.85,0.778167,0.000146
3944,5643, ,,Gl 54.1 ,,,1.20830617,-17.00053959,3.716781267,12.05,14.19916498,M5.5Ve ,1.85,0.690273,0.000004
86433,0, ,,NN 3542 ,,,9.296750308,58.43981596,15.43209877,15.11,14.16787503, m ,1.85,0.688122,0.000016
87089,0, ,,NN 4076 ,,,18.76542814,52.45571679,19.96007984,15.11,13.60918863, M1 ,1.85,0.649811,0.000079
87116,0, ,,GJ 1232 ,,,19.16482886,17.67266836,10.68376068,13.52,13.37637924, k-m ,1.85,0.63391,0.000046
30802,41824, ,,GJ 2069 A,,,8.52714464,19.39451047,12.81229981,11.89,11.35186454,M5Ve ,1.85,0.497379,0.000084
10587,15073,19534,, ,,,3.23810954,74.24310899,295.8579882,6.84,-0.515416499,M2III ,1.845,0.032035,0.000001
21507,29919,42973,2215,, 1 Lyn,,6.29856443,61.51529221,180.8318264,5.01,-1.276374343,M3III ,1.843,0.067756,0.00002
52582,72655,130576,, ,,,14.85602584,-59.50349744,230.4147465,7.26,0.447448648,M0III ,1.843,0.004218,0
24572,33794,52432,, ,,,7.01721023,-3.25253088,309.5975232,7.22,-0.233987388,C7I ,1.843,0.021626,0
4756,6811,8701,, ,,,1.46047821,66.0769697,645.1612903,6.98,-2.068341509,K2II:p ,1.843,0.11279,0.000008
21911,30407,44816,2301,, ,,6.393311,-9.87473901,628.9308176,6.11,-2.883014378,K5 ,1.841,0.163385,0.000001
86401,0, ,,GJ 1116 A,,,8.971705915,19.76377225,5.227391532,14.06,15.46857485, m ,1.84,0.777861,0.000146
85843,0, ,,NN 3069 ,,,1.033614902,54.18251412,15.15151515,15.12,14.21771968, m ,1.84,0.691547,0.000133
86581,0, ,,NN 3657 ,,,11.38674286,25.89907226,17.33102253,15.14,13.94587907, m ,1.84,0.672866,0.000054
86866,0, ,,Gl 586 C,,,15.46243447,-9.02419408,19.86491855,15.41,13.91956606, k-m ,1.84,0.671062,0.00001
87348,0, ,,NN 4274 ,,,22.38491941,-17.59751015,7.457121551,13.25,13.88714389, M4 ,1.84,0.66884,0.000084
86610,0, ,,GJ 1151 ,,,11.851796,48.39030973,8.210180624,13.25,13.67823644, m ,1.84,0.654537,0.000103
86279,0, ,,NN 3421 ,,,7.06462611,52.71973524,9.165902841,13.3,13.48912375, M4.5 ,1.84,0.641605,0.000095
85866,0, ,,GJ 1034 ,,,1.273077308,24.33411779,20.6185567,15.04,13.46870869, m ,1.84,0.640215,0.000059
43460,59031,105121,, ,,,12.1030816,-73.55677725,336.7003367,6.55,-1.086217753,M2III ,1.838,0.057962,0.000001
77595,106735,205966,, ,,,21.62160482,51.06420316,10000000,7.22,-7.78,M0III ,1.837,0.491412,0
15068,21365,29051,, ,,,4.58399236,17.20123486,300.3003003,6.73,-0.657778832,K5 ,1.833,0.037945,0.000003
136,181,224980,, ,,,0.03825444,60.7031946,398.4063745,6.77,-1.231631393,M0 ,1.832,0.065405,0.000007
86318,0, ,,Gl 283 B,,,7.671313189,-17.40547707,8.928571429,16.42,16.66609011, m ,1.83,0.860773,0.002075
86667,0, ,,Gl 473 A,,,12.55643967,9.017476525,4.306632214,13.04,14.86931108, dM5.5eJ ,1.83,0.736447,0.000064
87382,0, ,,NN 4294 ,,,22.77313738,-6.650210395,18.62197393,15.98,14.62987143, m ,1.83,0.719929,0.000065
87058,0, ,,NN 4053 ,,,18.31496159,66.19787016,7.283321194,13.48,14.16835269, m ,1.83,0.688156,0.000016
86192,0, ,,GJ 1078 ,,,5.396645529,22.55073535,20.6185567,15.52,13.94870869, m ,1.83,0.673061,0.000026
14416,20513,27760,, ,,,4.39560454,22.96483225,980.3921569,7.03,-2.926999141,M... ,1.826,0.166194,0.00004
7394,10618,13725,, ,,,2.27826673,67.28391848,653.5947712,7.01,-2.066542846,K4II ,1.824,0.112683,0.000008
64843,89980,168574,6861,, ,,18.35871226,-24.91527108,357.1428571,6.19,-1.574209843,M3III ,1.823,0.084013,0.000024
86533,0, ,,NN 3618 ,,,10.74272888,-61.21601035,4.488330341,13.92,15.65957593, m ,1.82,0.791068,0.000087
86018,0, ,,GJ 1057 ,,,3.221281078,4.774151236,8.467400508,13.8,14.16124949, m ,1.82,0.687663,0.000054
86388,0, ,,NN 3514 ,,,8.807716308,61.15870034,16.66666667,15.17,14.06075625, m ,1.82,0.680756,0.000109
86834,0, ,,GJ 1186 ,,,14.89366107,11.57909503,18.5528757,15.29,13.94794383, m ,1.82,0.673008,0.000026
87134,0, ,,NN 4108 ,,,19.37788777,29.43934171,21.00840336,15.37,13.75803476, m ,1.82,0.660003,0.000254
86324,0, ,,NN 3463 ,,,7.864044038,5.55567475,15.92356688,14.75,13.73979822, m ,1.82,0.658748,0.000238
87183,0, ,,GJ 1250 ,,,20.13818862,33.29581284,21.36752137,14.88,13.23122927, m ,1.82,0.624017,0.000442
86422,0, ,,GJ 1121 ,,,9.15739602,40.10954558,21.78649237,14.55,12.85906343, m ,1.82,0.598709,0.000206
69340,95898,183589,7412,, ,,19.50292601,2.90407568,510.2040816,6.08,-2.458719643,K5Ib ,1.82,0.136669,0.000056
17306,24441,34055,, ,,,5.24359556,-0.56283184,224.2152466,6.89,0.136674294,M6V ,1.82,0.01066,0.000001
10114,14433,19258,, ,,,3.1047535,11.66530934,260.4166667,7.12,0.041656122,M1III ,1.82,0.013153,0.000006
82213,113249,216945,, ,,,22.93287521,62.43227921,361.0108303,6.53,-1.257601155,K5 ,1.82,0.066768,0.000002
50126,68945,122905,, ,,,14.11314997,-62.37426025,512.8205128,7.26,-1.289826943,M1III ,1.819,0.068469,0.000003
11793,16820,22135,, ,,,3.60727182,52.9314288,234.1920375,7.21,0.362139375,K5II ,1.818,0.005718,0.000002
62417,86716,160748,6587,, ,,17.7185735,-33.05127544,819.6721311,6.44,-3.128200847,M1III ,1.813,0.179116,0.000022
20151,28215,40301,, ,,,5.96150961,-6.09468667,350.877193,7.34,-0.3857757,M2III: ,1.813,0.027025,0.000002
66248,91847,172982,, ,,,18.72545196,-11.33700885,357.1428571,6.95,-0.814209843,K5 ,1.813,0.044901,0.000007
9613,13708,17993,, ,,,2.94159376,62.60961974,421.9409283,7.07,-1.05625827,M1III ,1.812,0.056468,0
86873,0, ,,Gl 589 B,,,15.59010309,17.71523784,14.24501425,14.99,14.22168556, M6 ,1.81,0.69182,0.000133
87353,0, ,,GJ 1268 ,,,22.4152289,52.00044515,15.87301587,14.94,13.93670275, m+ ,1.81,0.672247,0.000087
86590,0, ,,NN 3668 ,,,11.51840601,-14.93576359,12.82051282,14.29,13.75047301, m ,1.81,0.65948,0.000254
59863,83230,153258,6303,, ,,17.00898961,-45.4517508,581.3953488,6.58,-2.242357765,K4III ,1.81,0.123336,0.000003
59578,82832,152524,, ,,,16.92716998,-39.50497459,671.1409396,7.28,-1.854068658,K2II/III ,1.81,0.100075,0.000005
76437,105219,203137,, ,,,21.31261627,50.06935196,523.5602094,6.96,-1.634833164,K5 ,1.809,0.087436,0.000001
7849,11226,14797,, ,,,2.40832678,47.3727445,1960.784314,7.4,-4.06214912,M0III ,1.808,0.240281,0.000101
23790,32776,49676,, ,,,6.83393938,12.05813815,10000000,6.85,-8.15,M... ,1.807,0.516809,0
51418,70890, ,,Gl 551 ,,Proxima Centauri,14.4965965,-62.68135207,1.294783318,11.05,15.48901452,M5Ve ,1.807,0.779272,0.000541
